Rownames,Compartment,group,FDR,Significant,n,Genes
317,cytosol,Cytoplasm,0,TRUE,1561,"P28271,Q99KI0,Q9R0H0,Q9D358,P60710,P63260,Q8R3P0,P03958,Q9Z0F8,P43883,P00329,P28474,P55264,P54923,P54822,P46664,P50247,O08915,Q9R0Y5,Q9WTP6,P31750,Q60823,Q8VC19,P24549,P47739,P47740,P05064,P45376,P39655,P48999,P30355,P56213,O08739,P97384,P48036,F8WIT2,P14824,Q07076,P20108,D3Z0Y2,O08709,Q6GT24,O54754,O35643,P22892,P04117,Q99J83,Q00623,P09813,P06728,P33622,P08226,P08030,P04627,P14869,P84078,P61750,P62331,Q61176,Q9QUI0,P62746,Q61599,P16460,O08997,P50516,P62814,P50518,Q9Z1G4,Q60668,P01887,Q60739,O08734,Q07813,O54940,Q8R5L1,Q06138,Q9CXW3,P07356,P0DP26,P0DP27,P0DP28,P14211,P11798,P40124,O35350,O08529,O88456,Q9R1S8,Q5RKN9,P47754,P47757,P00920,P16015,P24270,O70589,P70677,O08738,O89110,Q8C3Q9,P51125,P26231,Q02248,P30999,P49817,Q9WVC3,P22682,P80314,P80315,P80317,Q61390,P42932,Q9JLQ0,P15379,Q61081,P60766,P30285,P49615,Q64261,P46414,P18760,Q04447,Q06890,P53996,O88587,P19783,P36552,P47941,P97427,O08553,P23927,P47199,Q60737,O54833,P67871,Q62426,P56546,P49935,Q60598,P62897,P53395,Q9QWY8,Q62167,P54823,O54786,Q811D0,P54265,P39054,Q9Z2W0,P32233,Q9QXB9,Q91ZU6,Q61062,P10126,P58252,Q61070,Q6ZWX6,P23116,P63073,Q60876,Q62448,O08600,P17182,P17183,P21550,Q9WV92,Q9WV69,P34914,Q9WUA5,Q80VP1,P42567,Q08509,Q9R0P3,P11404,Q61160,P34152,P54731,Q61553,P19096,P70695,P61148,P45377,P97807,P97447,P29268,P26883,P30416,Q64378,O35465,Q9JJ28,P97872,Q91Z67,O35943,Q61584,P39688,Q00612,Q9QYY0,P16858,Q64467,Q64737,Q9Z0E6,P21614,Q8R5H1,P62774,Q9R111,P13707,P23242,P97494,Q9R0N0,P15105,P21278,P27601,P08752,P21279,Q6R0H7,P63094,P68040,P62881,P05201,Q9WTK3,Q9QZF2,P06745,P11352,P47791,Q60760,Q60631,P20029,P51855,P30115,P24472,P10649,P15626,Q8R5I6,P48774,P19157,Q64471,Q61133,O09131,O08582,P97770,Q64520,Q64516,Q61035,P53702,P49710,Q9Z2V5,Q9R257,P29416,Q99LI8,P70349,P17710,O08528,P22907,Q9Z204,P49312,P61979,B2M1R6,Q8R081,P00493,Q61411,Q9JIF0,P52760,P63017,P16627,P63037,Q61699,P63038,P17156,P11499,P07901,Q3U2G2,P70372,O35632,P97411,O88844,Q60766,P0DOV2,Q64112,Q64345,Q9DCE9,O88351,O54824,Q62406,O55091,P70168,Q6P549,P15208,P60229,Q8C863,P43406,O55135,Q9D892,Q9Z0R4,B1ASP2,Q02257,Q61743,Q3U0V1,E9Q4K7,A0A286YCV9,Q9QXL2,Q61771,Q61768,Q60960,P52293,P54227,P14206,Q61210,P06151,P16125,P16045,O08573,Q9Z0M5,P54310,P25444,P48678,A0A0R4J256,P28076,P28063,P10107,P24527,P10518,P25911,P26645,Q64133,P97287,P21844,Q9Z2D6,P34884,Q9QZQ1,P06801,P14152,P23249,P26041,Q9QYR6,P14873,P27546,O88735,P10637,Q9Z2C5,Q8K4M5,P22366,Q8VDD5,Q9WTI7,Q9DBR7,P50295,P13595,Q99M51,Q62433,Q91YT0,P46935,P46662,P25799,Q9WTK5,Q9Z1J3,P15532,Q64669,Q9JI75,O70310,O70378,P70313,Q61937,P97333,P46460,O35685,Q64337,P48722,Q60716,P09103,P29341,P63005,Q61206,P35700,P97467,Q61249,Q3TT81,Q61990,Q61823,P12815,Q9WU78,O89084,O55057,Q9JK42,Q9Z2A0,Q62048,P97865,O70591,P70266,P70265,P12382,P47857,P62962,Q9JJV2,Q9DBJ1,P09411,P21440,Q61194,P26450,O70172,P70182,P53810,P52480,P05132,P68181,P20444,Q4VA93,P28867,P16054,P97823,P47713,P51432,Q8R3B1,Q62077,Q9QXS1,Q61233,Q60953,P23492,P37040,P49443,Q99NF7,P36993,P62137,P62141,Q60829,P63330,P62715,P63328,P48453,Q63810,Q60676,Q6PEB6,Q9QUR6,Q9R078,O54950,Q8K1M3,P04925,Q11011,Q9QX11,Q61144,P49722,O70435,O09061,O35955,P99026,O55234,Q60692,P70195,P62192,O35226,P61290,O08586,Q91YR1,P35821,P35235,P35831,Q8VI36,P63011,P56371,P35279,Q6PAL8,P63001,Q05144,P54726,P54728,Q62148,P34022,P46061,Q9QUG9,Q60972,Q00915,Q9WVB0,P26043,Q04207,Q9EPU0,Q64374,Q9WTZ1,F8VPK5,P70336,P35980,P84099,P67984,P61255,P61358,P41105,P47915,P62889,P62911,P61514,P83882,P47911,P14148,P51410,P97760,Q6ZWZ6,P62264,P62843,P14131,P63276,P62270,Q9CZX8,P62849,P62274,P97351,P62702,P97461,Q91V55,P62754,P18653,P62082,P62242,P10833,P07742,Q9WTM5,P56565,P14069,P31725,O55128,P26638,O70305,P32020,Q63918,Q01405,Q62093,O35326,Q62419,Q62417,P50431,P46467,P55012,P17809,P14142,Q9Z266,Q61548,O55042,O08810,P62315,P62305,P08228,Q6PHU5,Q07235,O08797,Q62261,Q91XH5,P05480,O54781,O08848,A0A087WSP5,Q8C3V4,Q99K94,Q9QXJ2,P42227,P42230,P42232,Q9Z108,Q60864,Q9WTK7,Q9Z1Z2,O08599,Q64324,Q60770,P48025,O88935,Q93092,P48428,Q9WTX5,O08784,Q61171,P40936,Q91V89,Q9Z1A1,Q62219,P21981,P01831,P52912,P39447,P97930,O88746,Q64511,P17751,P58771,G5E8R1,G5E8R2,G5E8R0,E9Q455,E9Q453,Q64514,P08113,P63028,Q61187,P19253,P99024,P10639,P63280,O08759,P63166,Q9R0P9,P52479,P56399,O70475,E9PWE8,Q62188,P52623,P35123,P52624,P70697,P51163,P70398,E9Q6R7,P63024,O70404,Q9Z1Q9,P70460,P61759,P26040,P20152,P32921,Q6ZPF4,Q00519,P46938,P62960,Q04736,P62259,P61982,P68510,P68254,P63101,P54103,Q62523,Q9WUM3,O54962,P97379,P50096,P24547,Q9WVS7,O35678,Q61503,Q9WVE8,P60335,Q9QUR7,Q9WTX2,P54775,Q9WVJ2,Q9Z0P5,P61222,P14576,Q80VJ2,O35945,Q8BGW1,P31938,Q63932,O09110,P47809,P70236,P63085,P47811,Q63844,Q9WTU6,Q9EPN1,Q9R060,Q9R061,Q9R1P4,Q9R1P0,Q9Z2U1,Q9QUM9,Q9Z2U0,Q9R1P3,Q9R1P1,P14115,Q9JLT4,Q9Z0E0,O88543,O35864,O88544,Q9CZ04,O55137,Q62095,Q9Z0N1,Q9DCS3,Q9Z0X1,Q60996,Q61151,A0A0R4J174,Q9QZH6,P62918,P97855,P62908,O55013,P12970,P62281,Q9ER72,P70261,P83877,P27659,Q9QX60,P62855,Q9JMK2,Q8CIG8,A0A0R4J049,O89050,P21126,Q9CZ28,Q9CQC8,Q6PGL7,Q05CL8,Q9CQ80,Q99LF4,Q9JLV1,Q9JKY5,Q9QYB1,Q9CQM9,P40336,P57080,O08539,Q9JMH6,Q9JM14,Q9QXA5,Q91WG8,Q9JKB1,Q76MZ3,Q91YI1,Q6PGH2,Q922D4,Q8CHS8,Q925E7,Q9CR86,Q8BJU0,Q9JHW2,Q8R3E3,Q9CQ48,Q9D9V3,Q9CQM5,Q9CR29,Q9D394,P54729,O70209,Q9QYA2,Q9Z1D1,P97819,O08992,O08807,Q8CDN6,Q9Z2G9,Q9Z1W9,Q9Z0Y1,Q7TSC1,Q60865,Q9ES28,P62858,Q9Z2M7,P70671,P28658,Q78ZM0,Q6ZWZ4,Q99L85,Q9Z2L7,Q9CQV8,Q8R5A3,Q9QZM0,Q9Z0X4,Q8VD04,Q9JK48,P99029,Q61107,O70251,Q6DFW4,O70250,Q9JMD3,Q9QZH3,P47955,Q9Z1Z0,Q9DCT1,Q9JL15,Q9JK23,Q9JIK5,Q9WUP7,Q9JIX8,P70333,Q9QY36,O08663,O88811,Q9D0J4,P56812,Q8BG60,Q9R0Q7,Q9QYI3,Q9JL62,D9J302,Q8CI51,D9J301,D9J303,E9Q8P5,P61022,Q9JI46,Q9CQW1,P97470,Q9WUA3,Q9WUD1,Q8VE70,Q9QZ88,Q9JKV1,P62878,Q9WV80,Q9QYJ0,Q9JKB3,P63168,Q78PY7,Q9WUN2,P60122,Q9QXY9,Q9JIA7,Q9WV60,Q99J39,Q9JHJ3,P69566,Q9JM13,Q9DCJ1,Q9JLN9,Q9JI90,Q5RKZ7,Q9QZ23,O35435,Q9JLJ2,Q9QYI5,P60487,Q9ESJ0,Q9Z2Z6,Q6ZWU9,Q9CX56,Q99LX0,Q99MR1,Q91WU5,O88492,Q9DC63,E9Q8T1,Q9JJG0,Q9JL26,O55142,Q60949,Q9ES89,Q9JMC3,Q9JKK1,Q91WG4,Q9JII6,Q9JME7,Q9JI78,O35737,Q9JMG1,Q9JMA1,Q7TMY8,Q99KQ4,Q9WVG6,P21107,D3Z6I8,E9Q5J9,P57724,Q9QXG4,P57780,Q9ER35,Q3UW53,Q91XL9,Q8VDQ8,Q80TM9,O35309,Q9JIY5,Q9EP53,P62830,Q9EQH3,Q9ESL4,Q9JHW4,Q9ERG0,Q9D1A2,Q8C6I2,Q91VN4,Q9CQA6,Q9D1M4,Q8BGS2,Q9CWI3,Q9DCC4,Q9CQ02,Q9CR26,Q9CPX7,Q9CR51,Q9ERF3,Q9D7P6,Q9D8X1,E9Q616,Q8R395,Q9D1E6,Q7TMF3,Q9DB60,P62267,Q9CZM2,Q9CQR2,Q6ZWV7,Q8CF89,Q9ESW8,Q99PL6,Q6PE01,Q8C0C7,Q91VH2,Q8R2U4,Q9CRA5,Q9CWL8,P57776,A0A0R4J1L2,Q8VE47,Q6PAR5,P70122,Q91VR7,Q9EPB4,Q91Z38,Q8BJ56,Q8BZW8,Q9CY58,Q9CQ65,Q9DBG5,Q9D1C8,Q3U308,Q8BVZ1,Q9CPY7,Q9CXW4,Q9D832,Q9DCL9,Q9CZ30,Q8K2F8,Q6ZQ73,P63325,Q9CR57,Q9CXX9,Q9CYG7,P99027,P62892,Q641K1,P62320,Q6PAV2,Q80UY1,P60867,Q9CQV6,Q8R0F6,Q3UFK8,Q9CQ62,Q9DBL9,Q9ERB0,Q8CGU1,Q9D1H7,Q9D1F4,Q9CQF6,Q9DD02,Q9JJI8,P62869,Q80VQ0,Q9D0I4,Q9CR16,A0A0R4J078,Q8VCH8,Q9CPX6,Q9CQR6,Q9D708,G5E895,Q9CQT1,P61600,Q9D8E6,Q9D819,Q9Z0G0,P83940,Q6ZWY3,Q9DCN1,P62309,Q9EQG9,Q8K0C8,P61971,P62301,Q91WK2,Q8BP67,Q3UI43,Q8CCB4,Q9D281,Q80W21,Q9DCZ4,Q8K2C6,Q91V41,Q9D1R9,Q8BPB0,Q05BC3,D3Z4J9,Q3TZW0,Q5F2E7,Q6NZB0,Q8CGA0,Q9D1B9,Q8R0F8,Q6P2K6,Q8BWB1,Q8VHX6,A2ADY9,Q8BVF2,Q3U2A8,Q8VBT9,Q8BJF9,Q9DB34,Q9DB30,Q8CC12,Q9DB27,Q3TIV5,Q8K1E6,A2AN08,Q9D8T2,Q3UPL0,Q9D8U8,Q9D0J8,Q9CZ42,Q9DAR7,A2BDX3,Q8R2Q8,Q8C3W1,Q99KJ8,Q9D711,Q9CWX2,Q4LDD4,B2RQC6,Q3U7U3,Q8QZZ7,Q8BVN4,P62307,Q9CZT8,Q14C51,Q68FH4,Q91V12,Q9D8C4,Q8BYL4,Q8BVU0,Q91XD6,Q9D6U8,Q8BP47,Q9JII5,Q8BTY1,Q8R3D1,Q9JIZ9,Q9JIF7,Q99L47,Q8CI32,Q8CFY5,Q99J09,Q3UIA2,Q9CQ26,Q8BT60,Q8CES0,Q922U1,Q80TP3,Q99KK9,E9PUD1,Q58A65,A0A0R4J196,Q9D404,Q8R2U6,Q8K558,Q922Q2,Q8BUE4,Q3UJD6,Q6PD19,Q8K3K8,Q91XE4,Q8K1R3,Q9DBS9,Q6XPS7,Q8K4R4,P61963,Q9JJK2,Q3TML0,Q922R8,Q6ZQ38,Q9D706,Q9CX00,Q6P1F6,Q9CWT6,Q9DAW9,Q9CQI6,Q5NCI0,Q9JHP7,Q8BU31,Q8C5L3,Q9D853,Q80Y98,Q6PGB6,Q9D0F9,Q9D071,Q8WUR0,Q8BG26,Q924C1,Q9ET54,Q8BK75,Q9D7X3,Q99MP8,Q8BSK8,Q9CZS1,A2A432,Q5BKP2,Q80VL1,Q9CSH3,Q8VCN9,A2AWP8,Q99PU8,Q9D6J6,Q7TQD2,Q8K3H0,Q9CXS4,Q91YD9,Q9D9A7,Q9DBZ5,Q8K0Q5,B2RRE7,Q8K1M6,E9PUD2,P61226,Q9DC29,Q9DC22,Q9DBR3,Q8CGK3,P58281,Q9DBM2,Q8C0L9,Q9CZX0,Q9D906,Q9D7A8,Q80TQ2,Q80UY2,Q5QNQ6,Q6IRU5,Q68FL4,Q8K0P3,Q80YA7,Q8CBY1,Q8BH04,Q920A5,Q91VM9,Q80W47,Q8BW70,Q8VE96,Q8BY87,Q76LS9,Q99KK7,Q9DAK9,Q8K010,E9Q394,Q3UH66,Q9D8B3,P62852,Q9JJC6,Q8BGD9,Q9D5V5,Q8K4K6,Q3UUI3,Q9CUN6,Q91YP2,Q8CI08,Q9EQQ9,Q80ZJ1,Q91Z53,Q3B7Z2,Q921L5,Q9D7I5,E9QN99,Q8BRT1,Q8K2Q0,D3YZP9,Q8K2V6,Q920Q6,Q8BG67,Q3UHD6,E9Q9K5,Q80WB5,P62717,Q8BNU0,Q6ZWN5,Q921C5,Q3V1L4,Q9D7S9,Q8BRF7,Q99K28,Q8C0J2,Q9Z2D1,Q8VDQ1,F2Z3U3,G5E867,Q61879,P62983,E9Q3X0,Q9EQK5,Q8CHP5,Q8CEI1,Q3UGC7,Q3UPF5,Q8K400,Q9EQC5,Q9D2R0,Q9D2G2,Q99LM2,Q8CAS9,Q99JB8,A0A0A6YXX3,Q9ESE1,A0A0A6YXL6,E9Q3Y4,Q9ER67,Q9JK92,Q9EP89,Q80U78,Q99PM9,Q9ET26,Q9QYJ3,Q9WTQ5,Q9ET22,Q99M87,P58544,Q80U87,Q5XPI3,Q6P9N1,Q99MN1,Q8BP71,Q9QUH0,Q9JHQ5,P60521,Q99PP9,Q99J77,Q8BWM0,Q8BML9,Q8N7N5,Q9CQ79,Q91X96,Q8BMG7,Q9Z2X1,Q8VDI7,Q8BXR9,A2A5R2,Q921M4,Q8CHR6,Q80ZX0,G5E8V9,Q8C142,A2A8Z1,Q6X893,Q8K3A0,Q91WI7,Q7TMQ7,Q8BUL6,Q3TIR3,Q8VI63,Q8BZ03,Q8C0D5,E9Q7G0,Q6P9R4,Q3V0K9,Q99K51,Q3UHB1,Q5SSW2,Q6P5F9,Q5SRY7,Q9CQ86,Q91YQ5,Q8CGN5,Q3V117,Q91V92,Q8VCT4,Q9DC28,Q9D0I9,E9Q6P5,Q91VR5,Q9ERI6,Q8BU30,Q91WT7,Q3TPX4,Q8R1T1,Q6P9J9,Q5EG47,Q8BR90,Q91VJ4,Q8BMJ2,Q9EST4,A2A7S7,Q5SWU9,Q8CGC7,Q99JY3,Q9D020,Q8BKC8,Q91YN5,P62317,Q91VI7,Q3UGX8,Q3UHC1,Q91ZZ2,Q8R0Y6,Q8K3W0,Q9CZN7,Q6PHZ2,Q8BRK8,Q6PAM0,Q91WG5,Q9CWJ9,Q8CGY8,Q922D8,Q8VBV7,Q6P9R2,Q921I9,Q8BWW9,Q6P069,P56395,Q9DBT5,Q8BWG8,Q9CY64,Q9CPU0,Q8K354,Q91YI0,Q5SSL4,Q9CQ43,Q924M7,Q99N57,Q9D7X8,Q920E5,Q8CG76,Q9DCD0,Q9D6Y7,Q99MK8,Q9D1M0,Q8BVI4,Q8CAY6,Q8VDJ3,P18654,Q9DBF1,Q9ERK4,Q6ZWV3,Q91YE3,P62900,Q9Z2Y8,Q9QZ73,Q8VEJ9,Q91XU3,Q920Q8,Q91VF2,Q80U63,Q3UE92,Q6P1B1,Q9QYR9,Q8BTM8,Q5ND34,Q99PT1,Q8K1X1,Q6NZJ6,Q8JZK9,Q8BPM0,Q3UIR3,G3UXW9,Q8BFW7,Q8BYJ6,Q8R086,G3X9K3,Q8CHT0,Q6PE15,Q3UIZ8,Q5XJY5,Q8BG93,Q5BLK4,Q80VQ1,Q922X9,Q99JI6,Q65CL1,Q8K183,Q8CFI2,Q8BMK4,Q8BL66,Q68EF0,Q68FL6,E9QB02,Q69ZW3,Q8BX17,Q68FF6,Q8CGY6,Q8R2Y8,Q61510,Q8C0E3,Q8BMA6,P60670,Q8BK64,P59325,Q6A0A9,F8VPK0,E9PYG6,Q64152,A0A286YDI8,G3X972,Q8CIB5,Q99KH8,Q923B0,Q8CC86,Q8BFS6,Q99JN2,Q8CHW4,Q8CIN4,P59672,Q9Z1R2,Q6P542,Q8BVG4,Q3UN02,Q8K4L3,Q8BWY3,Q8R3U1,Q6PD28,Q922Y1,Q8VC30,Q8BZF8,Q922B2,Q3TLH4,Q8BH58,Q8CGE8,Q8C6G8,E0CYH4,Q3UFF7,Q8R5A0,Q6PD03,Q8K4T3,J3QN89,Q3TJ22,Q6ZQB6,Q5U3K5,E9QAT4,Q8R3V5,Q8R1F1,P13020,A2AWA9,Q8K382,A2AUC9,Q8BHL8,F8WHN4,Q8BVI5,Q8BX94,Q8R1X6,Q3THK7,Q2YDW2,Q8BIW1,Q91W50,Q80SW1,E9Q912,Q6Q899,Q91Y97,Q7TT37,A3KFX0,Q6PHQ9,Q91YZ8,A3KFU8,A3KFU5,Q80ZK9,E9PVA8,Q8VBT2,Q8BWZ3,Q8R010,Q8R3V2,Q3UHX2,Q3THS6,Q921Y0,Q99MD6,P83741,Q7TSE6,Q5U5M8,Q923D2,Q9EPL8,Q7TQH0,B2RXW8,B2RXQ2,Q9D8X2,Q6ZQ08,Q6P9Q4,Q80WQ2,Q8CIH5,Q5I043,Q6PDI6,G3X922,Q8R146,Q80XE1,B9EJ86,E9Q414,A6H5Y3,Q8CJG0,Q4U4S6,A3KGS3,Q8CG03,Q80V26,Q7TSI3,Q5EBG6,Q8BGV0,Q8BFZ9,Q60973,A2AJI1,A8Y5P4,A2AJI0,Q8K4Z3,Q91YY4,Q6A4J8,Q8VE19,Q8BH64,Q8C166,Q8BVL3,P62245,P62751,Q3UE37,Q8BUV3,Q924T7,E9PYP2,P35979,Q01853,P48193,Q80YV4,P55937,P54071,Q8C052,P47963,Q9JHS4,Q9CQD1,Q80X90,Q64475,Q6ZWY9,Q64478,Q8CGP1,P10853,P10854,Q8CGP2,Q64525,Q8BLR9,Q5SF07,Q8BZA9,Q5SSZ5,Q8R123,Q6Y685,Q8BX70,Q8C9H6,B7ZMP1,Q4VAA2,A2ARP1,E9PYK3,E9PWI3,A6H8H2,B1AY13,Q8VHQ9,Q6ZPZ3,Q8BUR4,B1AVZ0,Q3ULJ0,Q5I1X5,Q9CZD3,Q6NSQ7,Q5SVL6,Q8BSE0,Q6PEE3,Q9CZ44,Q3UYV9,Q8R480,A2CG49,Q6A065,Q2NL51,O70325,P83510,D3Z4I3,Q91YW3,Q66JS6,P47962"
318,cytosolic large ribosomal subunit,"Cytoplasm, Ribosome",0,TRUE,43,"P14869,P35980,P84099,P67984,P61255,P61358,P41105,P47915,P62889,P62911,P61514,P83882,P47911,P14148,P51410,Q6ZWZ6,P19253,P14115,P62918,P12970,P27659,Q6ZWZ4,P47955,O55142,P62830,E9PWZ3,Q9CZM2,Q6ZWV7,Q9CXW4,Q9CR57,P99027,P62892,Q9JJI8,Q9D8E6,Q8BP67,P62717,Q99N96,Q6ZWV3,P62900,P62751,P35979,P47963,P47962"
319,cytosolic proteasome complex,Cytoplasm,0,TRUE,4,"P62196,P54775,O35593,P62334"
320,cytosolic ribosome,"Cytoplasm, Ribosome",0,TRUE,69,"P14869,P14206,P25444,P35980,P84099,P67984,P61255,P61358,P41105,P47915,P62889,P62911,P61514,P83882,P47911,P14148,P51410,Q6ZWZ6,P62264,P62843,P14131,P63276,P62270,Q9CZX8,P62849,P97351,P62702,P97461,Q91V55,P62754,P62082,P62242,P19253,P14115,P62918,P62908,P12970,P62281,P27659,Q6ZWZ4,P47955,Q6ZWU9,O55142,P62830,P62267,Q9CZM2,Q9CQR2,Q6ZWV7,Q9CXW4,P63325,Q9CR57,P62892,P60867,Q9JJI8,Q9D8E6,P62301,Q8BP67,Q9D1R9,P62852,P62717,Q6ZWN5,P62983,Q6ZWV3,P62900,P62245,P62751,P35979,P47963,P47962"
321,cytosolic small ribosomal subunit,"Cytoplasm, Ribosome",0,TRUE,39,"Q62167,Q91VB8,P14206,P25444,Q6ZWZ6,P62264,P62843,P14131,P63276,P62270,Q9CZX8,P62849,P62274,P97351,P62702,P97461,Q91V55,P62754,P62082,P62242,P62908,P62281,P62855,P62858,Q6ZWU9,P62267,Q9CQR2,P63325,P60867,Q6ZWY3,P62301,Q9DB27,P62852,Q6ZWN5,P62983,Q6PGC1,Q8BJW6,P62245,Q64339"
322,death-inducing signaling complex,Plasma membrane,0,TRUE,3,"P70677,O89110,Q61160"
323,dendrite cytoplasm,Cytoplasm,0,TRUE,10,"P03958,P11798,P35564,P08228,P31938,P47809,P63085,Q9JKY5,Q8BJ05,Q99LR1"
324,dendrite membrane,Plasma membrane,0,TRUE,6,"P15208,Q9Z0P4,O70258,P01831,G5E829,D3YVF0"
325,dendritic microtubule,Cytoskeleton,0,TRUE,2,"Q9QYR6,Q91YN9"
326,dendritic spine membrane,Plasma membrane,0,TRUE,3,"Q9Z0P4,G5E829,D3YVF0"
327,dense body,Cytoplasm,0,TRUE,2,"Q921I1,Q78PY7"
328,dense core granule,"Cytoplasm, Intracellular vesicle",0,TRUE,3,"P08228,P46096,Q5H8C4"
329,dense core granule membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,4,"Q02013,A1BN54,Q7TPR4,Q8BX70"
330,dense fibrillar component,Nucleus,0,TRUE,4,"P09405,Q9D0T1,Q04750,Q9CY66"
331,discoidal high-density lipoprotein particle,Extracellular region,0,TRUE,3,"Q00623,P08226,Q9Z1R3"
332,dynactin complex,Cytoskeleton,0,TRUE,8,"P68134,P63268,Q9WUB4,Q9Z0Y1,Q9QZB7,Q9QZB9,Q8CBY8,Q99KJ8"
333,dynein complex,Cytoskeleton,0,TRUE,9,"O08788,Q9JHU4,O88487,P63168,P56387,Q9D0M5,Q99KJ8,Q6PDL0,Q8R1Q8"
334,dystrobrevin complex,Plasma membrane,0,TRUE,1,Q9D2N4
335,dystroglycan complex,Plasma membrane,0,TRUE,5,"Q62165,P82350,P82349,P82347,P82348"
336,dystrophin-associated glycoprotein complex,Plasma membrane,0,TRUE,14,"P51637,Q62165,P11531,Q62147,P19001,P11679,O70258,A2AKD7,Q99L88,Q61235,E9Q6R7,P82349,P82347,Q8BZF8"
337,early endosome,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,120,"Q810B6,O70423,P20108,Q9DBR4,P08226,P12023,P62331,P62746,P51863,O70228,P07356,O89053,P51791,Q9WVK4,O08917,P23242,P14483,P01899,P01901,P01898,P70387,Q99LI8,P63158,P63038,Q07113,Q8C863,P97414,Q91ZX7,P08071,Q9D074,Q61391,Q8K4M5,P46735,P46662,P97333,Q02819,Q9QZS3,P67778,Q61144,P35821,P62821,P35285,P61021,P35278,Q62230,Q6PHU5,O88746,Q921I1,Q62351,Q61187,P52479,P63024,O70404,P31938,Q63932,P63085,Q63844,Q9ESD7,Q6PGL7,A6H6A9,P40336,Q8R361,Q78ZM0,Q9JK48,O88983,Q3TGS7,Q6ZWQ5,Q3V2H3,O70493,Q9WV80,Q9JM13,Q9QXY6,Q9JKK1,P57716,Q9EQH3,Q9CQ10,Q9D1C8,Q6PD31,Q99J56,Q9CZE3,Q91V41,Q8VDD8,Q8C0E2,Q91W86,Q9DBD0,Q8BG26,Q8K3H0,Q3UHD6,Q9D2N9,Q80U87,Q9EQP2,Q8BH24,Q8C142,Q8BGQ1,Q6PB44,Q8R0H9,Q921E2,Q3UGX8,Q3UHC1,Q91ZZ2,P62835,Q8VEJ9,Q3UIR3,Q8BL66,P35282,P59729,Q8C2E7,Q8R307,Q6PDI5,Q4PZA2,Q7M6Y3,Q8VBW6,Q8K273,A1L3P4,Q8BH43,Q8BH64,Q8BMI3,Q8BVL3,Q9CQD1,Q6NVF0"
338,early endosome lumen,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,2,"O70370,P70271"
339,early endosome membrane,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,33,"O70228,P51791,Q01279,Q9WVK4,Q03137,P01899,P01901,P01898,Q80Y17,P63001,Q91XH6,Q78ZM0,Q3TGS7,Q6ZWQ5,Q3V2H3,O70493,Q9WV80,Q9CQW9,Q99PL6,Q80TL7,Q91YJ2,Q9D8U8,Q3UHQ6,Q6P8X1,Q9DC29,Q2TBE6,Q8BXR9,Q7TMQ7,Q5ND34,P59016,G3X922,A1L3P4,Q9EQJ0"
340,early phagosome,"Cytoplasm, Intracellular vesicle",0,TRUE,6,"P48025,Q78ZM0,Q8VCW4,Q8K3H0,Q8K3G9,Q9CQD1"
341,early phagosome membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"Q921E2,Q8K3G9"
342,elongin complex,Nucleus,0,TRUE,2,"P62869,P83940"
343,endocytic vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,31,"Q00623,P62331,Q9JLQ0,P28843,Q01279,Q9WVK4,Q60634,O35632,Q07113,Q9Z0R4,Q61768,E9Q175,P35290,P61021,P35278,Q921I1,Q9ESD7,O35551,P63321,O88811,Q9QXY6,Q8R550,Q9Z0G0,Q91W86,Q9EQP2,P59729,Q6PDI5,Q8BH64,Q9CQD1,Q8C547,Q5PRF0"
344,endocytic vesicle lumen,"Cytoplasm, Intracellular vesicle",0,TRUE,2,"P09528,Q9CPX4"
345,endocytic vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,1,O35114
346,endolysosome,"Cytoplasm, Lysosome, Endosome, Vacuole, Intracellular vesicle",0,TRUE,4,"P28867,Q04519,Q9ESB3,Q9EQJ0"
347,endolysosome membrane,"Cytoplasm, Lysosome, Endosome, Vacuole, Intracellular vesicle",0,TRUE,1,Q9DC29
