Rownames,Compartment,group,FDR,Significant,n,Genes
305,cytoplasmic side of apical plasma membrane,Plasma membrane,0,TRUE,2,"P26040,Q8R3S6"
306,cytoplasmic side of early endosome membrane,"Cytoplasm, Endosome, Intracellular vesicle",0,TRUE,2,"P35282,Q9CQD1"
307,cytoplasmic side of endoplasmic reticulum membrane,"Cytoplasm, Endoplasmic reticulum",0,TRUE,3,"Q9WUA5,P35821,Q8VEH5"
308,cytoplasmic side of mitochondrial outer membrane,"Cytoplasm, Mitochondrion",0,TRUE,1,Q91WS0
309,cytoplasmic side of plasma membrane,Plasma membrane,0,TRUE,27,"Q9D358,Q02357,Q811D0,Q61495,Q91ZU6,Q00612,O88351,Q02257,P26041,P10637,Q8VDD5,P63328,O08586,P04919,P08032,Q63932,Q9JIY5,G5E829,Q8VBT9,Q9D8B3,Q61879,Q8C142,P35282,Q7TSF1,Q8BZF8,D3YVF0,Q924T7"
310,cytoplasmic side of rough endoplasmic reticulum membrane,"Cytoplasm, Endoplasmic reticulum",0,TRUE,1,Q9WUA5
311,cytoplasmic stress granule,Cytoplasm,0,TRUE,40,"P60824,P28659,Q62167,P54823,Q6ZWX6,Q61655,P63073,P61979,B2M1R6,P70372,P70168,Q3U0V1,P52293,P29341,Q9WVB0,P70335,O70305,Q9Z108,P52912,P70318,P62960,P97379,P97855,Q60865,Q8BFR6,Q8K2F8,Q5F2E7,Q6ZQ58,Q80U78,Q91VR5,Q8BRK8,Q61510,Q8BYK6,Q6PHQ9,Q91YZ8,A3KFU8,A3KFU5,Q7TQH0,Q9JJ43,Q01853"
312,cytoplasmic ubiquitin ligase complex,Cytoplasm,0,TRUE,1,Q9CPX6
313,cytoplasmic vesicle,"Cytoplasm, Intracellular vesicle",0,TRUE,287,"P24638,P03958,O35598,Q9Z0F8,Q9QYB8,Q810B6,P97429,O35643,P22892,O88512,P35585,P61967,P17427,P84091,Q9Z1T1,Q8BSZ2,Q9JKC7,Q00623,P12023,Q9QUI0,P62746,Q62159,P50516,Q9Z1G4,P70704,P30993,P14211,P49817,Q9WVC3,O89053,P51791,Q06890,Q8CIE6,P15089,P60904,P06797,O70370,P98078,Q62418,O08749,P39054,P55292,Q91ZU6,P70245,Q9WVK4,P16406,Q9WV69,P54116,Q9R0P3,O08917,Q60634,Q80TY0,Q91Z67,Q9Z0E6,Q6R0H7,P63094,P20060,P70387,Q8K2K6,P70372,O35632,P97411,Q60766,P15208,Q8C863,P11688,P09055,P11881,Q9Z0R4,O88792,P97414,Q60575,P11438,P17047,Q60875,P10107,O89103,P55258,Q8VDC1,P21956,Q61391,A4UUI3,Q7TSJ2,Q8K4M5,Q8VDD5,Q9WTI7,E9Q175,Q9QZS3,Q64337,P97467,P12815,O55057,P05622,Q9Z2A0,P21440,Q61194,P05132,P28661,O09117,P62196,P35821,P61027,P46638,P35283,P35285,P63011,P35278,P35279,P51150,P63001,Q05144,Q9EPK2,Q01405,Q8CHH9,Q9Z266,O09044,Q61235,P08228,Q6PHU5,P70280,P48025,O55100,O55101,Q8R191,Q62277,P46096,Q921I1,Q62351,P63044,P63024,O70404,P56695,O35387,Q9WVE8,P31809,O70496,Q60714,O35864,O88544,Q9ESD7,Q9D662,Q91VU0,Q9JKY5,Q9QYB1,Q9ESN9,O55029,Q8R361,Q8R3E3,Q9QXK3,Q9QZE5,O35551,Q78ZM0,Q8VCW4,Q9QZM0,Q9JK48,P99029,Q61107,Q9JKC8,Q9CWU6,Q9JL15,O88597,P84096,Q9R0Q3,Q9JHH9,Q9R0M6,Q9CQW1,Q922J3,P61924,Q9JLN9,Q9QXY6,Q9JL26,Q8R550,Q9JMA1,P57716,Q9WUU7,Q9CQW9,Q9D1J1,Q9Z1G3,P97822,Q91VH2,Q9CQ10,Q91VR7,Q6PD31,Q68FD5,Q9CQV6,Q9ERB0,Q9D328,Q9CR95,Q9D0I4,Q9DBS2,Q9CZE3,Q9Z0G0,G5E829,Q91V41,Q8K0B2,Q9D1D4,Q9EPB5,Q8VDD8,Q3UPL0,Q9D8U8,Q4LDD4,Q8VEK0,Q9JIF7,Q80VP0,Q8K3K8,Q91W86,Q91W69,Q9CX00,Q6P8X1,Q80XQ2,Q8BG26,Q9CZX7,Q8K3H0,Q91YD9,Q8K1M6,E9PUD2,Q6IRU5,Q8VD65,Q6PCP5,Q8K4K6,Q8K2Q0,Q921C5,Q9CW79,Q3U2P1,Q6PHN9,Q9D2N9,Q9D2V7,Q8BXQ2,A0A0A6YXX3,Q9ESE1,A0A0A6YXL6,E9Q3Y4,Q9ET22,Q2TBE6,P60521,Q8BG94,A2A5R2,A0A0G2JDV3,Q8BGQ1,Q6PB44,Q921E2,Q3TIV9,Q9DB50,Q5IRJ6,Q8BWG8,Q9D1M0,Q8CIW6,Q5ND34,Q8K1X1,Q8CFE4,Q5XJY5,Q8VD75,Q8K3G9,Q8BL66,P35282,Q5SUH6,Q5SV85,P59729,Q3TWL2,Q3UUG6,G5E8Q8,Q80SY4,Q6PF93,Q69ZN7,Q8K382,Q8R307,Q91Z40,Q6PDI5,Q4PZA2,Q8R0S2,P59016,Q7M6Y3,P61028,Q8BTS3,A1L3P4,Q3TZ89,Q68FE2,Q8BVL3,Q9CQD1,Q5H8C4,Q5ND29,Q8C547,Q6NVF0,P70268,A6H8H2,Q5SYD0,Q1XH17"
314,cytoplasmic vesicle membrane,"Cytoplasm, Intracellular vesicle",0,TRUE,24,"P11881,P97414,Q60575,P55258,Q9WTI7,P61027,P56371,E9Q401,P55012,P14142,O55042,Q6PHU5,P63044,Q9ESD7,Q9Z2P8,P63321,Q9R0M6,Q91VH2,Q91V41,Q8VBT9,Q8K021,Q8BYJ6,Q8C129,Q1XH17"
315,cytoskeleton,Cytoskeleton,0,TRUE,465,"Q8CBW3,P68134,P60710,P63260,P63268,Q9QYC0,Q9QYB8,Q02357,G5E8K5,P97384,Q9QUI0,P62746,Q62159,Q9WV32,O88738,Q5RKN9,P47757,P26231,Q61301,Q02248,P80315,P80316,P42932,Q9JLQ0,P60766,P49615,Q64261,P18760,P45591,O89053,Q06890,Q08091,Q08093,P97427,O08553,Q64735,P50462,Q60598,Q62165,Q62418,O08788,A0A087WPL5,O70133,E9QNN1,P31001,O08808,P11531,Q9JHU4,O88487,P39053,P39054,Q91ZU6,Q61166,P23116,Q05512,O70318,Q9WV92,P49222,Q9WV69,P54116,P34152,Q61553,A0A0B4J1G1,P30416,Q9JJ28,Q80TY0,P16858,B2RSH2,P08752,Q9DC51,Q9Z2V5,P14602,P17156,Q6P549,B1ASP2,Q02257,F8VQ75,Q60575,O35071,P28740,Q9QXL2,Q61771,Q61768,Q9Z2K1,P54227,Q61792,Q60875,Q80Y17,Q91ZX7,P26645,P55258,P28667,P26041,Q9QYR6,P14873,P27546,Q7TSJ2,O88735,P10637,Q60592,Q3UIK0,Q8VDD5,P51667,Q62234,Q14BI5,Q9DBR7,Q62433,P42208,P46662,P70313,Q61937,O35685,P09103,P63005,Q9WU78,O55057,P62962,Q9JJV2,P16054,Q9QXS1,Q61233,Q9Z2Q6,P28661,Q9R269,P63087,P63330,P62715,Q91YR1,Q8VI36,P61027,P63001,Q05144,P46061,P26043,P70335,F8VPK5,P70336,P62082,O70622,P31725,Q61543,Q8CHH9,P82350,O70258,Q9R1Z8,Q62417,O55042,Q9Z0F7,A2AKD7,Q99L88,Q61235,P08032,Q62261,P05480,P70302,O08599,Q6A028,O88935,P37804,Q9WVA4,P48428,P11983,Q02858,Q62219,P26039,P49813,P58771,G5E8R1,G5E8R2,G5E8R0,E9Q455,E9Q453,P58774,A2AIM4,Q61187,P68368,P68373,Q7TMM9,Q9ERD7,Q9D6F9,P99024,P70460,Q64727,P26040,P20152,O88342,Q9WUB4,Q04736,Q62523,Q9WUM3,Q9WUM4,Q9WVE8,Q9Z0P5,Q9Z1M8,P82349,P82347,P82348,Q9JKS4,E9PYJ9,P31938,P70236,P63085,Q63844,Q9R060,Q9R061,Q9JLV5,P62908,Q9QYB5,Q99KP6,Q1HFZ0,Q9JKY5,Q921U8,P70271,O08539,Q9JLH8,Q9JHJ0,Q8VEK3,Q8C1B7,Q3TCJ8,Q8R3E3,Q9CQ48,O08992,Q9Z1W9,Q9Z0Y1,Q9JJZ2,Q80UG5,P61164,O70400,Q8R5A3,O88597,P84096,Q9QXS6,Q9D0J4,Q9WUL7,Q9QYI3,Q9JM76,P61022,P97470,Q922J3,Q9R0Q6,Q9QZB7,P63168,Q9R0H5,P60487,Q9EPC1,Q9QXM1,E9Q8T1,Q9JJG0,Q3UMC0,Q8R550,Q9ERP3,Q4VC33,Q8BTZ4,P21107,D3Z6I8,E9Q5J9,Q9ES74,Q9QZB9,P57780,Q6ZWR6,Q8VDQ8,Q9JIY5,Q9EP53,Q8R5J9,Q9ERG0,Q9CWI3,Q9DCV4,Q9D1E6,Q99PL6,Q99JB2,P70122,P61161,Q91VR7,Q9CQR4,Q8K2F8,P56387,Q8C0P0,Q9CQW2,Q9CZA6,Q68FD5,Q3TJD7,Q9CQV6,Q3UFK8,Q7TSG2,Q8CBY8,Q9CPW4,Q3UJU9,Q922F4,Q9CRB6,Q9CQE8,P58021,P59999,Q9D0M5,Q05BC3,D3Z4J9,Q8VEH3,Q6P2K6,Q8BWB1,Q8VDD8,Q8VHX6,Q7TPW1,A2AN08,Q99KJ8,Q8CIV8,E9PUM4,Q71LX4,Q8CDM9,A0A1L1SQ51,E9Q9R9,Q3U0V2,Q9CX00,Q9DAW9,Q9CQI6,Q9D071,Q7TNG5,Q8BG26,Q6ZPU9,Q9ET54,Q6PB66,Q7TQD2,Q3UHI0,Q9CXS4,Q91YD9,Q9CWF2,Q99JY9,Q9D898,Q71FD7,Q921G8,Q80TQ2,Q9DBS5,E9Q394,Q9JJC6,A6H6E9,A2AGT5,Q8CI08,Q8BRT1,D3YZP9,A0A087WQ31,Q80TV8,A0A087WS18,Q9CVB6,Q921C5,Q3UHD3,Q3UH68,Q8BIL5,E9Q3X0,Q9EQK5,Q3UMY5,Q9EQC5,Q99LM2,Q9Z1P7,Q9WTQ5,Q80YT7,Q3URD3,Q3UHZ5,Q8C3J5,Q9CQ79,Q9CQ19,A2A5R2,Q921M4,Q6PER3,Q99KL7,Q70FJ1,E9Q7G0,Q6P9R4,Q3UIJ9,Q8C650,P83887,Q8BZ98,Q9DC28,A0A0R4J0S1,Q91W92,Q6PB44,Q7TPH6,Q8CJ53,Q6PDQ2,Q8BYA0,F6ZDS4,Q5IRJ6,Q8BWW9,Q3TCJ1,E9Q557,Q8C8R3,A1BN54,Q7TPR4,Q99MI1,Q920Q8,Q9ES46,Q8VDP3,Q8BTM8,Q8CCN5,Q8K1X1,Q8BPM0,P46737,Q8R001,Q8C167,Q65CL1,Q8BMK4,Q68EF0,Q68FF6,Q7TT50,Q8CIB5,Q8VDP4,Q8R0W0,Q3UDE2,Q99JN2,Q8BXK9,Q8K4L3,Q80SY4,Q76LL6,Q8BZF8,Q8K4G5,Q3UU96,Q8R5C5,P68372,P13020,A2AWA9,A2AUC9,P58871,Q3TVI8,Q6Q899,Q91Y97,Q6PDI5,Q4VBD2,Q0VGB7,Q7TSE6,Q3UMT1,Q3UTJ2,Q9D8X2,Q6PDL0,Q6P9Q4,O55131,E9Q1G8,Q8BH44,Q8R1Q8,Q8K3W2,D3YVF0,Q3UX10,Q8BFZ3,Q8BH43,Q8K330,A2AJI1,A8Y5P4,A2AJI0,Q8BUV3,P48193,Q8C052,Q8C5W3,Q80X90,Q8BQM8,Q5SF07,Q6Y685,Q8BUK6,E9Q8I9,Q6IRU2,Q9JMH9,Q8BSE0,P62700,Q9CZ44,Q6IFZ6,Q8R480,A2CG49,Q6A065,A2AQ07,P83510"
316,cytoskeleton of presynaptic active zone,"Cytoplasm, Cytoskeleton",0,TRUE,1,Q99MI1
